Timestep,Score,Won,Steps Alive
8429400,3,0,204
8430544,3,0,143
8432424,3,0,235
8433568,3,0,143
8435464,4,0,237
8436520,1,0,132
8437664,0,0,143
8441928,5,0,533
8443448,3,0,190
8443880,1,0,54
8446328,4,0,306
8449624,5,0,412
8450016,1,0,49
8451192,3,0,147
8452336,3,0,143
8455264,2,0,366
8457736,2,0,309
8459800,2,0,258
8462264,3,0,308
8465568,4,0,413
8467640,2,0,259
8468808,1,0,146
8470552,2,0,218
8473768,6,0,402
8474888,1,0,140
8476536,2,0,206
8479008,3,0,309
8480528,3,0,190
8484160,5,0,454
8486920,3,0,345
8491912,2,0,624
8494424,4,0,314
8496872,3,0,306
8500064,3,0,399
8503104,5,0,380
8504432,2,0,166
8506000,3,0,196
8508280,1,0,285
8509480,1,0,150
8512160,3,0,335
8514152,4,0,249
8516152,4,0,250
8518648,3,0,312
8520440,3,0,224
8521584,3,0,143
8526848,4,0,658
8528480,3,0,204
8531776,3,0,412
8532952,2,0,147
8536664,6,0,464
8537808,3,0,143
8538976,3,0,146
8540136,2,0,145
8543384,3,0,406
8546616,3,0,404
8548128,3,0,189
8551600,3,0,434
8554744,6,0,393
8555984,3,0,155
8557864,3,0,235
8560360,4,0,312
8561120,2,0,95
8565064,3,0,493
8567520,3,0,307
8567904,1,0,48
8569080,2,0,147
8570240,2,0,145
8572128,2,0,236
8575064,2,0,367
8577440,2,0,297
8579384,3,0,243
8579768,0,0,48
8581296,5,0,191
8584896,3,0,450
8586856,2,0,245
8588424,3,0,196
8590488,2,0,258
8592408,2,0,240
8594296,5,0,236
8598400,4,0,513
